school_name,year,school_type,province,avg_score,min_score,max_score,total_quota,num_majors
LDA-Trường Đại Học Công Đoàn,2023,Công lập,Hà Nội,21.86,17.89,25.19,8500,85
LDA-Trường Đại Học Công Đoàn,2024,Công lập,Hà Nội,22.08,18.07,25.27,8500,85
LDA-Trường Đại Học Công Đoàn,2025,Công lập,Hà Nội,22.11,18.2,25.25,8500,85
LNH-Trường Đại Học Lâm nghiệp,2020,Công lập,Hà Nội,16.19,15.0,20.41,14800,148
LNH-Trường Đại Học Lâm nghiệp,2021,Công lập,Hà Nội,16.69,15.51,20.92,14800,148
LNH-Trường Đại Học Lâm nghiệp,2022,Công lập,Hà Nội,15.67,15.0,19.62,14800,148
LNH-Trường Đại Học Lâm nghiệp,2023,Công lập,Hà Nội,15.85,15.0,19.98,14800,148
LNH-Trường Đại Học Lâm nghiệp,2024,Công lập,Hà Nội,16.0,15.0,20.22,14800,148
LNH-Trường Đại Học Lâm nghiệp,2025,Công lập,Hà Nội,16.05,15.0,20.1,14800,148
LNS-Phân hiệu Đại Học Lâm nghiệp tại Đồng Nai,2020,Công lập,Hà Nội,15.52,15.0,16.34,6000,60
LNS-Phân hiệu Đại Học Lâm nghiệp tại Đồng Nai,2021,Công lập,Hà Nội,16.01,15.46,16.84,6000,60
LNS-Phân hiệu Đại Học Lâm nghiệp tại Đồng Nai,2022,Công lập,Hà Nội,15.16,15.0,15.64,6000,60
LNS-Phân hiệu Đại Học Lâm nghiệp tại Đồng Nai,2023,Công lập,Hà Nội,15.25,15.0,15.94,6000,60
LNS-Phân hiệu Đại Học Lâm nghiệp tại Đồng Nai,2024,Công lập,Hà Nội,15.32,15.0,16.12,6000,60
LNS-Phân hiệu Đại Học Lâm nghiệp tại Đồng Nai,2025,Công lập,Hà Nội,15.33,15.0,16.0,6000,60
LPH-Trường Đại Học Luật Hà Nội,2020,Công lập,Hà Nội,23.87,19.73,28.82,3100,31
LPH-Trường Đại Học Luật Hà Nội,2021,Công lập,Hà Nội,24.32,20.21,29.27,3100,31
LPH-Trường Đại Học Luật Hà Nội,2022,Công lập,Hà Nội,23.17,19.08,28.38,3100,31
LPH-Trường Đại Học Luật Hà Nội,2023,Công lập,Hà Nội,23.47,19.3,28.7,3100,31
LPH-Trường Đại Học Luật Hà Nội,2024,Công lập,Hà Nội,23.66,19.53,28.75,3100,31
LPH-Trường Đại Học Luật Hà Nội,2025,Công lập,Hà Nội,23.71,19.75,28.79,3100,31
LPS-Trường Đại Học Luật TPHCM,2020,Công lập,TP.HCM,21.06,18.15,25.65,2800,28
LPS-Trường Đại Học Luật TPHCM,2021,Công lập,TP.HCM,21.55,18.77,25.91,2800,28
LPS-Trường Đại Học Luật TPHCM,2022,Công lập,TP.HCM,20.37,17.58,24.87,2800,28
LPS-Trường Đại Học Luật TPHCM,2023,Công lập,TP.HCM,20.68,17.98,25.22,2800,28
LPS-Trường Đại Học Luật TPHCM,2024,Công lập,TP.HCM,20.88,18.19,25.45,2800,28
LPS-Trường Đại Học Luật TPHCM,2025,Công lập,TP.HCM,20.92,18.12,25.35,2800,28
MBS-Trường Đại Học Mở TPHCM,2020,Công lập,TP.HCM,20.06,15.0,25.3,56800,568
MBS-Trường Đại Học Mở TPHCM,2021,Công lập,TP.HCM,20.55,15.45,25.82,56800,568
MBS-Trường Đại Học Mở TPHCM,2022,Công lập,TP.HCM,19.43,15.0,24.65,56800,568
MBS-Trường Đại Học Mở TPHCM,2023,Công lập,TP.HCM,19.69,15.0,24.93,56800,568
MBS-Trường Đại Học Mở TPHCM,2024,Công lập,TP.HCM,19.87,15.0,25.15,56800,568
MBS-Trường Đại Học Mở TPHCM,2025,Công lập,TP.HCM,19.91,15.0,25.0,56800,568
MDA-Trường Đại Học Mỏ Địa Chất,2020,Công lập,Hà Nội,18.56,15.0,25.8,32600,326
MDA-Trường Đại Học Mỏ Địa Chất,2021,Công lập,Hà Nội,19.05,15.45,26.34,32600,326
MDA-Trường Đại Học Mỏ Địa Chất,2022,Công lập,Hà Nội,17.95,15.0,25.12,32600,326
MDA-Trường Đại Học Mỏ Địa Chất,2023,Công lập,Hà Nội,18.19,15.0,25.45,32600,326
MDA-Trường Đại Học Mỏ Địa Chất,2024,Công lập,Hà Nội,18.37,15.0,25.56,32600,326
MDA-Trường Đại Học Mỏ Địa Chất,2025,Công lập,Hà Nội,18.4,15.0,25.5,32600,326
MHN-Trường Đại Học Mở Hà Nội,2020,Công lập,Hà Nội,20.39,17.2,25.46,5300,53
MHN-Trường Đại Học Mở Hà Nội,2021,Công lập,Hà Nội,20.87,17.53,25.62,5300,53
MHN-Trường Đại Học Mở Hà Nội,2022,Công lập,Hà Nội,19.68,16.35,24.65,5300,53
MHN-Trường Đại Học Mở Hà Nội,2023,Công lập,Hà Nội,19.99,16.69,24.94,5300,53
MHN-Trường Đại Học Mở Hà Nội,2024,Công lập,Hà Nội,20.15,16.84,25.01,5300,53
MHN-Trường Đại Học Mở Hà Nội,2025,Công lập,Hà Nội,20.23,17.03,25.17,5300,53
MIT-Trường Đại học Công nghệ Miền Đông,2020,Công lập,Hà Nội,15.55,15.0,19.33,13000,130
MIT-Trường Đại học Công nghệ Miền Đông,2021,Công lập,Hà Nội,16.07,15.46,19.84,13000,130
MIT-Trường Đại học Công nghệ Miền Đông,2022,Công lập,Hà Nội,15.34,15.0,18.65,13000,130
MIT-Trường Đại học Công nghệ Miền Đông,2023,Công lập,Hà Nội,15.37,15.0,18.93,13000,130
MIT-Trường Đại học Công nghệ Miền Đông,2024,Công lập,Hà Nội,15.42,15.0,19.15,13000,130
MIT-Trường Đại học Công nghệ Miền Đông,2025,Công lập,Hà Nội,15.4,15.0,19.0,13000,130
MTC-Trường Đại Học Mỹ Thuật Công Nghiệp,2020,Công lập,Hà Nội,23.31,22.55,24.47,700,7
MTC-Trường Đại Học Mỹ Thuật Công Nghiệp,2021,Công lập,Hà Nội,23.79,23.07,25.1,700,7
MTC-Trường Đại Học Mỹ Thuật Công Nghiệp,2022,Công lập,Hà Nội,22.57,21.85,23.78,700,7
MTC-Trường Đại Học Mỹ Thuật Công Nghiệp,2023,Công lập,Hà Nội,22.84,22.28,23.82,700,7
MTC-Trường Đại Học Mỹ Thuật Công Nghiệp,2024,Công lập,Hà Nội,23.03,22.4,24.14,700,7
MTC-Trường Đại Học Mỹ Thuật Công Nghiệp,2025,Công lập,Hà Nội,23.13,22.54,24.26,700,7
MTH-Trường Đại Học Mỹ Thuật Việt Nam,2020,Công lập,Hà Nội,27.88,27.88,27.88,100,1
MTH-Trường Đại Học Mỹ Thuật Việt Nam,2021,Công lập,Hà Nội,28.23,28.23,28.23,100,1
MTH-Trường Đại Học Mỹ Thuật Việt Nam,2022,Công lập,Hà Nội,27.53,27.53,27.53,100,1
MTH-Trường Đại Học Mỹ Thuật Việt Nam,2023,Công lập,Hà Nội,27.6,27.6,27.6,100,1
MTH-Trường Đại Học Mỹ Thuật Việt Nam,2024,Công lập,Hà Nội,27.68,27.68,27.68,100,1
MTH-Trường Đại Học Mỹ Thuật Việt Nam,2025,Công lập,Hà Nội,27.8,27.8,27.8,100,1
MTS-Trường Đại Học Mỹ Thuật TPHCM,2020,Công lập,TP.HCM,22.32,18.5,24.58,500,5
MTS-Trường Đại Học Mỹ Thuật TPHCM,2021,Công lập,TP.HCM,22.72,18.96,24.99,500,5
MTS-Trường Đại Học Mỹ Thuật TPHCM,2022,Công lập,TP.HCM,21.64,18.13,23.82,500,5
MTS-Trường Đại Học Mỹ Thuật TPHCM,2023,Công lập,TP.HCM,21.8,18.22,24.1,500,5
MTS-Trường Đại Học Mỹ Thuật TPHCM,2024,Công lập,TP.HCM,22.08,18.64,24.35,500,5
MTS-Trường Đại Học Mỹ Thuật TPHCM,2025,Công lập,TP.HCM,22.1,18.5,24.25,500,5
MTU-Trường Đại Học Xây Dựng Miền Tây,2020,Công lập,Hà Nội,15.16,15.0,15.34,8300,83
MTU-Trường Đại Học Xây Dựng Miền Tây,2021,Công lập,Hà Nội,15.68,15.45,15.85,8300,83
MTU-Trường Đại Học Xây Dựng Miền Tây,2022,Công lập,Hà Nội,15.0,15.0,15.0,8300,83
MTU-Trường Đại Học Xây Dựng Miền Tây,2023,Công lập,Hà Nội,15.0,15.0,15.0,8300,83
MTU-Trường Đại Học Xây Dựng Miền Tây,2024,Công lập,Hà Nội,15.04,15.0,15.14,8300,83
MTU-Trường Đại Học Xây Dựng Miền Tây,2025,Công lập,Hà Nội,15.0,15.0,15.0,8300,83
NHB-Học Viện Ngân Hàng (Phân Viện Bắc Ninh),2020,Công lập,Hà Nội,20.89,20.43,21.56,1600,16
NHB-Học Viện Ngân Hàng (Phân Viện Bắc Ninh),2021,Công lập,Hà Nội,21.46,21.04,22.05,1600,16
NHB-Học Viện Ngân Hàng (Phân Viện Bắc Ninh),2022,Công lập,Hà Nội,20.22,19.77,20.8,1600,16
NHB-Học Viện Ngân Hàng (Phân Viện Bắc Ninh),2023,Công lập,Hà Nội,20.53,20.06,21.19,1600,16
NHB-Học Viện Ngân Hàng (Phân Viện Bắc Ninh),2024,Công lập,Hà Nội,20.75,20.22,21.36,1600,16
NHB-Học Viện Ngân Hàng (Phân Viện Bắc Ninh),2025,Công lập,Hà Nội,20.76,20.35,21.25,1600,16
NHF-Trường Đại Học Hà Nội,2020,Công lập,Hà Nội,26.22,22.28,29.17,3100,31
NHF-Trường Đại Học Hà Nội,2021,Công lập,Hà Nội,26.63,22.89,29.32,3100,31
NHF-Trường Đại Học Hà Nội,2022,Công lập,Hà Nội,25.73,21.72,28.65,3100,31
NHF-Trường Đại Học Hà Nội,2023,Công lập,Hà Nội,25.96,21.91,28.91,3100,31
NHF-Trường Đại Học Hà Nội,2024,Công lập,Hà Nội,26.1,21.91,29.05,3100,31
NHF-Trường Đại Học Hà Nội,2025,Công lập,Hà Nội,26.15,22.1,29.0,3100,31
NHH-Học Viện Ngân Hàng,2020,Công lập,Hà Nội,23.25,20.96,27.03,14400,144
NHH-Học Viện Ngân Hàng,2021,Công lập,Hà Nội,23.76,21.45,27.34,14400,144
NHH-Học Viện Ngân Hàng,2022,Công lập,Hà Nội,22.58,20.36,26.72,14400,144
NHH-Học Viện Ngân Hàng,2023,Công lập,Hà Nội,22.86,20.56,26.78,14400,144
NHH-Học Viện Ngân Hàng,2024,Công lập,Hà Nội,23.06,20.75,26.96,14400,144
NHH-Học Viện Ngân Hàng,2025,Công lập,Hà Nội,23.12,21.0,26.97,14400,144
NHP-Học Viện Ngân Hàng (Phân Viện Phú Yên),2020,Công lập,Hà Nội,15.12,15.0,15.33,2000,20
NHP-Học Viện Ngân Hàng (Phân Viện Phú Yên),2021,Công lập,Hà Nội,15.66,15.47,15.85,2000,20
NHP-Học Viện Ngân Hàng (Phân Viện Phú Yên),2022,Công lập,Hà Nội,15.0,15.0,15.0,2000,20
NHP-Học Viện Ngân Hàng (Phân Viện Phú Yên),2023,Công lập,Hà Nội,15.0,15.0,15.0,2000,20
NHP-Học Viện Ngân Hàng (Phân Viện Phú Yên),2024,Công lập,Hà Nội,15.03,15.0,15.15,2000,20
NHP-Học Viện Ngân Hàng (Phân Viện Phú Yên),2025,Công lập,Hà Nội,15.0,15.0,15.0,2000,20
NHS-Trường Đại Học Ngân Hàng TPHCM,2020,Công lập,TP.HCM,21.47,18.49,23.89,10300,103
NHS-Trường Đại Học Ngân Hàng TPHCM,2021,Công lập,TP.HCM,21.95,18.91,24.4,10300,103
NHS-Trường Đại Học Ngân Hàng TPHCM,2022,Công lập,TP.HCM,20.77,17.8,23.23,10300,103
NHS-Trường Đại Học Ngân Hàng TPHCM,2023,Công lập,TP.HCM,21.06,18.13,23.5,10300,103
NHS-Trường Đại Học Ngân Hàng TPHCM,2024,Công lập,TP.HCM,21.27,18.24,23.73,10300,103
NHS-Trường Đại Học Ngân Hàng TPHCM,2025,Công lập,TP.HCM,21.3,18.35,23.6,10300,103
NLG-Phân hiệu Đại học Nông Lâm TPHCM tại Gia Lai,2020,Công lập,TP.HCM,18.11,15.99,21.18,2000,20
NLG-Phân hiệu Đại học Nông Lâm TPHCM tại Gia Lai,2021,Công lập,TP.HCM,18.57,16.46,21.65,2000,20
NLG-Phân hiệu Đại học Nông Lâm TPHCM tại Gia Lai,2022,Công lập,TP.HCM,17.49,15.44,20.61,2000,20
NLG-Phân hiệu Đại học Nông Lâm TPHCM tại Gia Lai,2023,Công lập,TP.HCM,17.7,15.56,20.8,2000,20
NLG-Phân hiệu Đại học Nông Lâm TPHCM tại Gia Lai,2024,Công lập,TP.HCM,17.91,15.76,21.14,2000,20
NLG-Phân hiệu Đại học Nông Lâm TPHCM tại Gia Lai,2025,Công lập,TP.HCM,18.0,16.0,21.0,2000,20
NLN-Phân hiệu Đại học Nông Lâm TPHCM tại Ninh Thuận,2020,Công lập,TP.HCM,16.82,15.99,18.24,3100,31
NLN-Phân hiệu Đại học Nông Lâm TPHCM tại Ninh Thuận,2021,Công lập,TP.HCM,17.35,16.45,18.84,3100,31
NLN-Phân hiệu Đại học Nông Lâm TPHCM tại Ninh Thuận,2022,Công lập,TP.HCM,16.11,15.26,17.42,3100,31
NLN-Phân hiệu Đại học Nông Lâm TPHCM tại Ninh Thuận,2023,Công lập,TP.HCM,16.42,15.55,17.9,3100,31
NLN-Phân hiệu Đại học Nông Lâm TPHCM tại Ninh Thuận,2024,Công lập,TP.HCM,16.63,15.81,18.12,3100,31
NLN-Phân hiệu Đại học Nông Lâm TPHCM tại Ninh Thuận,2025,Công lập,TP.HCM,16.68,16.0,18.0,3100,31
NLS-Trường Đại Học Nông Lâm TPHCM,2020,Công lập,TP.HCM,21.92,15.96,25.16,22700,227
NLS-Trường Đại Học Nông Lâm TPHCM,2021,Công lập,TP.HCM,22.43,16.48,25.71,22700,227
NLS-Trường Đại Học Nông Lâm TPHCM,2022,Công lập,TP.HCM,21.22,15.28,24.47,22700,227
NLS-Trường Đại Học Nông Lâm TPHCM,2023,Công lập,TP.HCM,21.53,15.56,24.84,22700,227
NLS-Trường Đại Học Nông Lâm TPHCM,2024,Công lập,TP.HCM,21.73,15.77,25.02,22700,227
NLS-Trường Đại Học Nông Lâm TPHCM,2025,Công lập,TP.HCM,21.79,16.0,24.9,22700,227
NQH-Học Viện Khoa Học Quân Sự - Hệ Quân sự,2020,Quân đội/Công an,Hà Nội,27.04,24.32,30.0,1600,16
NQH-Học Viện Khoa Học Quân Sự - Hệ Quân sự,2021,Quân đội/Công an,Hà Nội,27.38,24.74,30.0,1600,16
NQH-Học Viện Khoa Học Quân Sự - Hệ Quân sự,2022,Quân đội/Công an,Hà Nội,26.52,23.47,29.64,1600,16
NQH-Học Viện Khoa Học Quân Sự - Hệ Quân sự,2023,Quân đội/Công an,Hà Nội,26.73,23.83,29.77,1600,16
NQH-Học Viện Khoa Học Quân Sự - Hệ Quân sự,2024,Quân đội/Công an,Hà Nội,26.92,24.12,29.95,1600,16
NQH-Học Viện Khoa Học Quân Sự - Hệ Quân sự,2025,Quân đội/Công an,Hà Nội,26.92,24.19,30.0,1600,16
NTH-Trường Đại học Ngoại thương,2020,Công lập,Hà Nội,26.5,24.02,30.0,9800,98
NTH-Trường Đại học Ngoại thương,2021,Công lập,Hà Nội,26.86,24.5,30.0,9800,98
NTH-Trường Đại học Ngoại thương,2022,Công lập,Hà Nội,25.95,23.29,29.76,9800,98
NTH-Trường Đại học Ngoại thương,2023,Công lập,Hà Nội,26.19,23.61,29.93,9800,98
NTH-Trường Đại học Ngoại thương,2024,Công lập,Hà Nội,26.35,23.76,29.95,9800,98
NTH-Trường Đại học Ngoại thương,2025,Công lập,Hà Nội,26.38,24.0,30.0,9800,98
NTS-Trường Đại học Ngoại thương (Cơ sở II),2020,Công lập,Hà Nội,26.71,25.56,28.45,3400,34
NTS-Trường Đại học Ngoại thương (Cơ sở II),2021,Công lập,Hà Nội,27.05,26.01,28.74,3400,34
NTS-Trường Đại học Ngoại thương (Cơ sở II),2022,Công lập,Hà Nội,26.2,24.85,28.06,3400,34
NTS-Trường Đại học Ngoại thương (Cơ sở II),2023,Công lập,Hà Nội,26.4,25.14,28.23,3400,34
NTS-Trường Đại học Ngoại thương (Cơ sở II),2024,Công lập,Hà Nội,26.54,25.24,28.29,3400,34
NTS-Trường Đại học Ngoại thương (Cơ sở II),2025,Công lập,Hà Nội,26.59,25.45,28.3,3400,34
NTT-Trường Đại Học Nguyễn Tất Thành,2020,Công lập,Hà Nội,15.54,15.0,20.74,31800,318
NTT-Trường Đại Học Nguyễn Tất Thành,2021,Công lập,Hà Nội,16.03,15.45,21.17,31800,318
NTT-Trường Đại Học Nguyễn Tất Thành,2022,Công lập,Hà Nội,15.31,15.0,20.14,31800,318
NTT-Trường Đại Học Nguyễn Tất Thành,2023,Công lập,Hà Nội,15.34,15.0,20.4,31800,318
NTT-Trường Đại Học Nguyễn Tất Thành,2024,Công lập,Hà Nội,15.39,15.0,20.62,31800,318
NTT-Trường Đại Học Nguyễn Tất Thành,2025,Công lập,Hà Nội,15.37,15.0,20.5,31800,318
NTU-Trường Đại Học Nguyễn Trãi,2020,Công lập,Hà Nội,15.53,15.0,18.03,6800,68
NTU-Trường Đại Học Nguyễn Trãi,2021,Công lập,Hà Nội,16.05,15.45,18.53,6800,68
NTU-Trường Đại Học Nguyễn Trãi,2022,Công lập,Hà Nội,15.28,15.0,17.23,6800,68
NTU-Trường Đại Học Nguyễn Trãi,2023,Công lập,Hà Nội,15.34,15.0,17.62,6800,68
NTU-Trường Đại Học Nguyễn Trãi,2024,Công lập,Hà Nội,15.4,15.0,17.82,6800,68
NTU-Trường Đại Học Nguyễn Trãi,2025,Công lập,Hà Nội,15.38,15.0,17.7,6800,68
PBH-Trường Sĩ Quan Pháo Binh,2020,Quân đội/Công an,Hà Nội,23.51,22.23,24.72,600,6
PBH-Trường Sĩ Quan Pháo Binh,2021,Quân đội/Công an,Hà Nội,24.04,22.93,25.14,600,6
PBH-Trường Sĩ Quan Pháo Binh,2022,Quân đội/Công an,Hà Nội,22.83,21.54,24.03,600,6
PBH-Trường Sĩ Quan Pháo Binh,2023,Quân đội/Công an,Hà Nội,23.04,21.83,24.21,600,6
PBH-Trường Sĩ Quan Pháo Binh,2024,Quân đội/Công an,Hà Nội,23.16,22.01,24.47,600,6
PBH-Trường Sĩ Quan Pháo Binh,2025,Quân đội/Công an,Hà Nội,23.32,22.25,24.4,600,6
PCH-Trường Đại Học Phòng Cháy Chữa Cháy (Phía Bắc),2020,Công lập,Hà Nội,22.83,21.05,24.55,800,8
PCH-Trường Đại Học Phòng Cháy Chữa Cháy (Phía Bắc),2021,Công lập,Hà Nội,23.3,21.64,25.03,800,8
PCH-Trường Đại Học Phòng Cháy Chữa Cháy (Phía Bắc),2022,Công lập,Hà Nội,22.05,20.37,23.71,800,8
PCH-Trường Đại Học Phòng Cháy Chữa Cháy (Phía Bắc),2023,Công lập,Hà Nội,22.4,20.74,24.13,800,8
PCH-Trường Đại Học Phòng Cháy Chữa Cháy (Phía Bắc),2024,Công lập,Hà Nội,22.66,21.03,24.31,800,8
PCH-Trường Đại Học Phòng Cháy Chữa Cháy (Phía Bắc),2025,Công lập,Hà Nội,22.66,21.1,24.23,800,8
PCS-Trường Đại Học Phòng Cháy Chữa Cháy (phía Nam),2020,Công lập,Hà Nội,21.84,19.83,23.89,800,8
PCS-Trường Đại Học Phòng Cháy Chữa Cháy (phía Nam),2021,Công lập,Hà Nội,22.32,20.26,24.4,800,8
PCS-Trường Đại Học Phòng Cháy Chữa Cháy (phía Nam),2022,Công lập,Hà Nội,21.12,19.01,23.23,800,8
PCS-Trường Đại Học Phòng Cháy Chữa Cháy (phía Nam),2023,Công lập,Hà Nội,21.4,19.36,23.55,800,8
PCS-Trường Đại Học Phòng Cháy Chữa Cháy (phía Nam),2024,Công lập,Hà Nội,21.69,19.68,23.75,800,8
PCS-Trường Đại Học Phòng Cháy Chữa Cháy (phía Nam),2025,Công lập,Hà Nội,21.68,19.75,23.62,800,8
PKA-Đại Học Phenikaa,2020,Tư thục,Hà Nội,19.43,16.97,25.84,31700,317
PKA-Đại Học Phenikaa,2021,Tư thục,Hà Nội,19.93,17.46,26.34,31700,317
PKA-Đại Học Phenikaa,2022,Tư thục,Hà Nội,18.74,16.25,25.13,31700,317
PKA-Đại Học Phenikaa,2023,Tư thục,Hà Nội,19.04,16.57,25.35,31700,317
PKA-Đại Học Phenikaa,2024,Tư thục,Hà Nội,19.24,16.76,25.57,31700,317
PKA-Đại Học Phenikaa,2025,Tư thục,Hà Nội,19.28,17.0,25.5,31700,317
PKH-Học Viện Phòng Không – Không Quân,2020,Quân đội/Công an,Hà Nội,25.08,23.39,26.68,1200,12
PKH-Học Viện Phòng Không – Không Quân,2021,Quân đội/Công an,Hà Nội,25.52,23.7,26.96,1200,12
PKH-Học Viện Phòng Không – Không Quân,2022,Quân đội/Công an,Hà Nội,24.41,22.56,26.22,1200,12
PKH-Học Viện Phòng Không – Không Quân,2023,Quân đội/Công an,Hà Nội,24.74,22.92,26.44,1200,12
PKH-Học Viện Phòng Không – Không Quân,2024,Quân đội/Công an,Hà Nội,24.9,23.04,26.55,1200,12
PKH-Học Viện Phòng Không – Không Quân,2025,Quân đội/Công an,Hà Nội,24.91,23.25,26.5,1200,12
PVU-Trường Đại Học Dầu Khí Việt Nam,2020,Công lập,Hà Nội,20.14,19.97,20.34,2100,21
PVU-Trường Đại Học Dầu Khí Việt Nam,2021,Công lập,Hà Nội,20.65,20.46,20.83,2100,21
PVU-Trường Đại Học Dầu Khí Việt Nam,2022,Công lập,Hà Nội,19.46,19.25,19.65,2100,21
PVU-Trường Đại Học Dầu Khí Việt Nam,2023,Công lập,Hà Nội,19.73,19.56,19.95,2100,21
PVU-Trường Đại Học Dầu Khí Việt Nam,2024,Công lập,Hà Nội,19.94,19.8,20.13,2100,21
PVU-Trường Đại Học Dầu Khí Việt Nam,2025,Công lập,Hà Nội,20.0,20.0,20.0,2100,21
QHD-Trường Quản Trị và Kinh Doanh - ĐHQG Hà Nội,2020,Công lập,Hà Nội,19.92,18.96,21.84,3600,36
QHD-Trường Quản Trị và Kinh Doanh - ĐHQG Hà Nội,2021,Công lập,Hà Nội,20.42,19.51,22.34,3600,36
QHD-Trường Quản Trị và Kinh Doanh - ĐHQG Hà Nội,2022,Công lập,Hà Nội,19.19,18.26,21.14,3600,36
QHD-Trường Quản Trị và Kinh Doanh - ĐHQG Hà Nội,2023,Công lập,Hà Nội,19.52,18.62,21.4,3600,36
QHD-Trường Quản Trị và Kinh Doanh - ĐHQG Hà Nội,2024,Công lập,Hà Nội,19.71,18.78,21.53,3600,36
QHD-Trường Quản Trị và Kinh Doanh - ĐHQG Hà Nội,2025,Công lập,Hà Nội,19.75,19.0,21.5,3600,36
QHE-Trường Đại Học Kinh Tế - ĐHQG Hà Nội,2020,Công lập,Hà Nội,24.74,24.17,26.04,4200,42
QHE-Trường Đại Học Kinh Tế - ĐHQG Hà Nội,2021,Công lập,Hà Nội,25.25,24.66,26.55,4200,42
QHE-Trường Đại Học Kinh Tế - ĐHQG Hà Nội,2022,Công lập,Hà Nội,24.04,23.49,25.3,4200,42
QHE-Trường Đại Học Kinh Tế - ĐHQG Hà Nội,2023,Công lập,Hà Nội,24.35,23.81,25.61,4200,42
QHE-Trường Đại Học Kinh Tế - ĐHQG Hà Nội,2024,Công lập,Hà Nội,24.54,23.95,25.81,4200,42
QHE-Trường Đại Học Kinh Tế - ĐHQG Hà Nội,2025,Công lập,Hà Nội,24.6,24.2,25.72,4200,42
QHF-Trường Đại Học Ngoại Ngữ - Đại học Quốc gia Hà Nội,2020,Công lập,Hà Nội,25.24,15.02,30.0,13200,132
QHF-Trường Đại Học Ngoại Ngữ - Đại học Quốc gia Hà Nội,2021,Công lập,Hà Nội,25.62,15.6,30.0,13200,132
QHF-Trường Đại Học Ngoại Ngữ - Đại học Quốc gia Hà Nội,2022,Công lập,Hà Nội,24.68,15.0,29.77,13200,132
QHF-Trường Đại Học Ngoại Ngữ - Đại học Quốc gia Hà Nội,2023,Công lập,Hà Nội,24.91,15.0,29.94,13200,132
QHF-Trường Đại Học Ngoại Ngữ - Đại học Quốc gia Hà Nội,2024,Công lập,Hà Nội,25.09,15.0,30.0,13200,132
QHF-Trường Đại Học Ngoại Ngữ - Đại học Quốc gia Hà Nội,2025,Công lập,Hà Nội,25.13,15.06,30.0,13200,132
QHI-Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,2020,Công lập,Hà Nội,25.74,21.99,28.25,6200,62
QHI-Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,2021,Công lập,Hà Nội,26.13,22.46,28.67,6200,62
QHI-Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,2022,Công lập,Hà Nội,25.19,21.29,27.91,6200,62
QHI-Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,2023,Công lập,Hà Nội,25.45,21.7,28.05,6200,62
QHI-Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,2024,Công lập,Hà Nội,25.6,21.91,28.25,6200,62
QHI-Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,2025,Công lập,Hà Nội,25.63,22.0,28.19,6200,62
QHK-Trường Khoa học liên ngành và Nghệ thuật Hà Nội,2020,Công lập,Hà Nội,24.6,21.58,27.24,8900,89
QHK-Trường Khoa học liên ngành và Nghệ thuật Hà Nội,2021,Công lập,Hà Nội,25.09,22.22,27.46,8900,89
QHK-Trường Khoa học liên ngành và Nghệ thuật Hà Nội,2022,Công lập,Hà Nội,23.94,21.16,26.81,8900,89
QHK-Trường Khoa học liên ngành và Nghệ thuật Hà Nội,2023,Công lập,Hà Nội,24.23,21.38,27.0,8900,89
QHK-Trường Khoa học liên ngành và Nghệ thuật Hà Nội,2024,Công lập,Hà Nội,24.43,21.39,27.0,8900,89
QHK-Trường Khoa học liên ngành và Nghệ thuật Hà Nội,2025,Công lập,Hà Nội,24.46,21.6,27.1,8900,89
QHL-Trường Đại học Luật – ĐHQG Hà Nội,2020,Công lập,Hà Nội,24.19,23.71,24.53,2400,24
QHL-Trường Đại học Luật – ĐHQG Hà Nội,2021,Công lập,Hà Nội,24.61,24.17,24.99,2400,24
QHL-Trường Đại học Luật – ĐHQG Hà Nội,2022,Công lập,Hà Nội,23.5,23.01,23.84,2400,24
QHL-Trường Đại học Luật – ĐHQG Hà Nội,2023,Công lập,Hà Nội,23.79,23.4,24.06,2400,24
QHL-Trường Đại học Luật – ĐHQG Hà Nội,2024,Công lập,Hà Nội,23.97,23.5,24.32,2400,24
QHL-Trường Đại học Luật – ĐHQG Hà Nội,2025,Công lập,Hà Nội,24.03,23.72,24.2,2400,24
QHQ-Trường Quốc Tế - ĐHQG Hà Nội,2020,Tư thục,Hà Nội,20.3,18.95,22.32,9300,93
QHQ-Trường Quốc Tế - ĐHQG Hà Nội,2021,Tư thục,Hà Nội,20.77,19.51,22.81,9300,93
QHQ-Trường Quốc Tế - ĐHQG Hà Nội,2022,Tư thục,Hà Nội,19.6,18.28,21.64,9300,93
QHQ-Trường Quốc Tế - ĐHQG Hà Nội,2023,Tư thục,Hà Nội,19.89,18.57,21.94,9300,93
QHQ-Trường Quốc Tế - ĐHQG Hà Nội,2024,Tư thục,Hà Nội,20.1,18.82,22.14,9300,93
QHQ-Trường Quốc Tế - ĐHQG Hà Nội,2025,Tư thục,Hà Nội,20.13,19.0,22.0,9300,93
QHS-Trường Đại Học Giáo Dục - ĐHQG Hà Nội,2020,Công lập,Hà Nội,27.77,25.42,29.91,5000,50
QHS-Trường Đại Học Giáo Dục - ĐHQG Hà Nội,2021,Công lập,Hà Nội,28.12,25.84,30.0,5000,50
